state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
ME,Maine,01/01/2020,Y,U,Y,7764,,0,,7764,,11787,,727,,12514,,107936,,264849,,253013,,11836,
ME,Maine,02/01/2020,Y,U,Y,5866,,0,,5866,,10285,,627,,10912,,108717,,267482,,255505,,11977,
ME,Maine,03/01/2020,Y,U,Y,6880,,0,,6880,,13151,,874,,14025,,110770,,274352,,262165,,12187,
ME,Maine,04/01/2020,Y,U,Y,7057,,0,,7057,,8889,,402,,9291,,112129,,276076,,263793,,12283,
ME,Maine,05/01/2020,Y,U,Y,5476,,0,,5476,,7228,,307,,7535,,113551,,283426,,271024,,12402,
ME,Maine,06/01/2020,Y,U,Y,0,,0,,0,,7890,,426,,8316,,114898,,287654,,275241,,12413,
ME,Maine,07/01/2020,Y,U,Y,5951,,0,,5951,,7202,,404,,7606,,116176,,291569,,278925,,12644,
ME,Maine,08/01/2020,Y,U,Y,4485,,0,,4485,,6711,,404,,7115,,117278,,295180,,282405,,12775,
ME,Maine,09/01/2020,Y,U,Y,5644,,0,,5644,,6534,,279,,6813,,118251,,298620,,285699,,12921,
ME,Maine,10/01/2020,Y,U,Y,6382,,0,,6382,,7824,,370,,8194,,119693,,303962,,290426,,13536,
ME,Maine,11/01/2020,Y,U,Y,5934,,0,,5934,,5914,,386,,6300,,121510,,310465,,296288,,14177,
ME,Maine,12/01/2020,Y,U,Y,6314,,0,,6314,,6458,,495,,6953,,122076,,312227,,298435,,13792,
ME,Maine,01/01/2021,Y,U,Y,7096,,0,,7096,,11822,,670,,12492,,122669,,313409,,299582,,13827,
ME,Maine,02/01/2021,Y,U,Y,5392,,0,,5392,,5779,,188,,5967,,122667,,313887,,300037,,13850,
ME,Maine,03/01/2021,Y,U,Y,6044,,0,,6044,,11741,,352,,12093,,123531,,316755,,302801,,13954,
ME,Maine,04/01/2021,Y,U,Y,5129,,0,,5129,,8588,,331,,8919,,124327,,319318,,305229,,14089,
ME,Maine,05/01/2021,Y,U,Y,4797,,0,,4797,,7863,,212,,8075,,124881,,321500,,307353,,14147,
ME,Maine,06/01/2021,Y,U,Y,5519,,0,,5519,,8279,,214,,8493,,125413,,323687,,309434,,14253,
ME,Maine,07/01/2021,Y,U,Y,5019,,0,,5019,,8034,,224,,8258,,126062,,325876,,311569,,14307,
ME,Maine,08/01/2021,Y,U,Y,5322,,0,,5322,,8121,,194,,8315,,125892,,328366,,314071,,14295,
ME,Maine,09/01/2021,Y,U,Y,5487,,0,,5487,,8839,,170,,9009,,127345,,330802,,316466,,14336,
ME,Maine,10/01/2021,Y,U,Y,5617,,0,,5617,,8780,,187,,8967,,128049,,333501,,319083,,14418,
ME,Maine,11/01/2021,Y,U,Y,5637,,0,,5637,,7711,,163,,7874,,128608,,336071,,321592,,14479,
ME,Maine,12/01/2021,Y,U,Y,5279,,0,,5279,,8199,,228,,8427,,129176,,338983,,324419,,14564,
ME,Maine,01/01/2022,Y,U,Y,5644,,0,,5644,,12861,,124,,12985,,130080,,341948,,329157,,12791,
ME,Maine,02/01/2022,Y,U,Y,4738,,0,,4738,,10320,,149,,10469,,130400,,343450,,330629,,12821,
ME,Maine,03/01/2022,Y,U,Y,5248,,719,,5967,,8873,,110,,8983,,130954,,345753,,332827,,12926,
ME,Maine,04/01/2022,Y,U,Y,5551,,807,,6358,,9710,,169,,9879,,131903,,348878,,335617,,13261,
ME,Maine,05/01/2022,Y,U,Y,5248,,719,,5967,,8873,,110,,8983,,132338,,350738,,337441,,13297,
ME,Maine,06/01/2022,Y,U,Y,5431,,779,,6210,,9065,,138,,9203,,132893,,352994,,339672,,13322,
ME,Maine,07/01/2022,Y,U,Y,5347,,660,,6007,,8014,,124,,8138,,133539,,355437,,342003,,13434,
ME,Maine,08/01/2022,Y,U,Y,5216,,773,,5989,,9285,,145,,9430,,134126,,357282,,343822,,13460,
ME,Maine,09/01/2022,Y,U,Y,5243,,752,,5995,,8945,,123,,9068,,134622,,359139,,345668,,13471,
ME,Maine,10/01/2022,Y,U,Y,5410,,6219,,11629,,7982,,99,,8081,,135458,,363186,,349388,,13798,
ME,Maine,11/01/2022,Y,U,Y,5437,,3545,,8982,,8737,,158,,8895,,136098,,365814,,351888,,13926,
ME,Maine,12/01/2022,Y,U,Y,5408,,5122,,10530,,8863,,122,,8985,,136775,,368568,,354398,,14170,
MI,Michigan,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,1912009,,,,,
MI,Michigan,06/01/2017,Y,U,Y,45302,,0,,45302,,45567,"Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations",1176,,46743,,957724,"Does Not Include All Full-Benefit Child Medicaid enrollees",2378157,"Does Not Include All Full-Benefit Medicaid enrollees",2322920,"Does Not Include All Full-Benefit Medicaid enrollees",55237,
MI,Michigan,07/01/2017,Y,U,Y,44384,,0,,44384,,42618,"Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations",1013,,43631,,959107,"Does Not Include All Full-Benefit Child Medicaid enrollees",2380232,"Does Not Include All Full-Benefit Medicaid enrollees",2325893,"Does Not Include All Full-Benefit Medicaid enrollees",54339,
MI,Michigan,08/01/2017,Y,U,Y,50975,,0,,50975,,50831,"Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations",1292,,52123,,961785,"Does Not Include All Full-Benefit Child Medicaid enrollees",2385647,"Does Not Include All Full-Benefit Medicaid enrollees",2330756,"Does Not Include All Full-Benefit Medicaid enrollees",54891,
MI,Michigan,09/01/2017,Y,U,Y,50997,,0,,50997,,52493,"Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations",1429,,53922,,949687,"Does Not Include All Full-Benefit Child Medicaid enrollees",2356366,"Does Not Include All Full-Benefit Medicaid enrollees",2301349,"Does Not Include All Full-Benefit Medicaid enrollees",55017,
MI,Michigan,10/01/2017,Y,U,Y,53485,,0,,53485,,53994,,1522,,55516,,951229,,2356831,,2300676,,56155,
MI,Michigan,11/01/2017,Y,U,Y,50249,,0,,50249,,57437,,1758,,59195,,949024,,2357576,,2300482,,57094,
MI,Michigan,12/01/2017,Y,U,Y,44809,,0,,44809,,53232,,1609,,54841,,950347,,2366223,,2308978,,57245,
MI,Michigan,01/01/2018,Y,U,Y,52844,,0,,52844,,53498,,1480,,54978,,951391,,2376844,,2319734,,57110,
MI,Michigan,02/01/2018,Y,U,Y,43172,,0,,43172,,42819,,1288,,44107,,950952,,2381797,,2325253,,56544,
MI,Michigan,03/01/2018,Y,U,Y,47270,,0,,47270,,47295,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1438,,48733,,951242,,2381578,,2325348,,56230,
MI,Michigan,04/01/2018,Y,U,Y,49884,,0,,49884,,45508,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1361,,46869,,949817,,2373421,,2317301,,56120,
MI,Michigan,05/01/2018,Y,U,Y,49495,,0,,49495,,47270,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1415,,48685,,948989,,2364929,,2308845,,56084,
MI,Michigan,06/01/2018,Y,U,Y,47255,,0,,47255,,44623,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1288,,45911,,949507,,2357089,,2300894,,56195,
MI,Michigan,07/01/2018,Y,U,Y,51260,,0,,51260,,46497,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1312,,47809,,951807,,2355527,,2298825,,56702,
MI,Michigan,08/01/2018,Y,U,Y,55194,,0,,55194,,51429,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1621,,53050,,952887,,2352398,,2295085,,57313,
MI,Michigan,09/01/2018,Y,U,Y,48586,,0,,48586,,43613,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1406,,45019,,952171,,2347955,,2290217,,57738,
MI,Michigan,10/01/2018,Y,U,Y,54656,,0,,54656,,46494,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1573,,48067,,952378,,2346180,,2287591,,58589,
MI,Michigan,11/01/2018,Y,U,Y,49278,,0,,49278,,45883,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1775,,47658,,948513,,2334785,,2274958,,59827,
MI,Michigan,12/01/2018,Y,U,Y,47116,,0,,47116,,46469,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1989,,48458,,948635,,2333409,,2272586,,60823,
MI,Michigan,01/01/2019,Y,U,Y,50661,,0,,50661,,46450,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1748,,48198,,948359,,2335095,,2272598,,62497,
MI,Michigan,02/01/2019,Y,U,Y,44693,,0,,44693,,43120,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1687,,44807,,956102,,2356612,,2295266,,61346,
MI,Michigan,03/01/2019,Y,U,Y,53684,,0,,53684,,47343,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1750,,49093,,951440,,2347936,,2285967,,61969,
MI,Michigan,04/01/2019,Y,U,Y,56872,,0,,56872,,52569,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1838,,54407,,946267,,2334794,,2272953,,61841,
MI,Michigan,05/01/2019,Y,U,Y,56894,,0,,56894,,52945,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1875,,54820,,941439,,2318205,,2256923,,61282,
MI,Michigan,06/01/2019,Y,U,Y,54431,,0,,54431,,49624,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1735,,51359,,936814,,2305833,,2244066,,61767,
MI,Michigan,07/01/2019,Y,U,Y,60367,,0,,60367,,56156,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1858,,58014,,937799,,2305227,,2242127,,63100,
MI,Michigan,08/01/2019,Y,U,Y,61212,,0,,61212,,57505,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2025,,59530,,936048,,2297921,,2233415,,64506,
MI,Michigan,09/01/2019,Y,U,Y,56803,,0,,56803,,50990,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1832,,52822,,938977,,2305079,,2239555,,65524,
MI,Michigan,10/01/2019,Y,U,Y,61184,,0,,61184,,55362,,2094,,57456,,939546,,2307060,,2240854,,66206,
MI,Michigan,11/01/2019,Y,U,Y,51527,,0,,51527,,50206,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2238,,52444,,939828,,2309976,,2242956,,67020,
MI,Michigan,12/01/2019,Y,U,Y,51601,,0,,51601,,52835,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2578,,55413,,941178,,2320304,,2252826,,67478,
MI,Michigan,01/01/2020,Y,U,Y,60669,,0,,60669,,56449,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2206,,58655,,943018,,2327041,,2258126,,68915,
MI,Michigan,02/01/2020,Y,U,Y,50956,,0,,50956,,45078,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1819,,46897,,944233,,2330401,,2263269,,67132,
MI,Michigan,03/01/2020,Y,U,Y,60349,,0,,60349,,52508,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1901,,54409,,950844,,2356557,,2289482,,67075,
MI,Michigan,04/01/2020,Y,U,Y,66163,,0,,66163,,72836,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1964,,74800,,957874,,2392157,,2325994,,66163,
MI,Michigan,05/01/2020,Y,U,Y,35541,,0,,35541,,35640,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1024,,36664,,965431,,2425239,,2363968,,61271,
MI,Michigan,06/01/2020,Y,U,Y,32542,,0,,32542,,27651,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",825,,28476,,973149,,2453888,,2394517,,59371,
MI,Michigan,07/01/2020,Y,U,Y,33740,,0,,33740,,26655,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",806,,27461,,983110,,2487485,,2428196,,59289,
MI,Michigan,08/01/2020,Y,U,Y,36147,,0,,36147,,27887,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",794,,28681,,991690,,2520764,,2461504,,59260,
MI,Michigan,09/01/2020,Y,U,Y,34651,,0,,34651,,28208,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",712,,28920,,1000215,,2552592,,2493304,,59288,
MI,Michigan,10/01/2020,Y,U,Y,34511,,0,,34511,,28076,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",886,,28962,,1008026,,2582138,,2522737,,59401,
MI,Michigan,11/01/2020,Y,U,Y,32313,,0,,32313,,27372,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",897,,28269,,1014417,,2612876,,2553325,,59551,
MI,Michigan,12/01/2020,Y,U,Y,30842,,0,,30842,,32022,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1090,,33112,,1021873,,2650886,,2590312,,60574,
MI,Michigan,01/01/2021,Y,U,Y,29736,,0,,29736,,25902,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1249,,27151,,1027270,,2673268,,2612538,,60730,
MI,Michigan,02/01/2021,Y,U,Y,24833,,0,,24833,,19847,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",838,,20685,,1029425,,2691150,,2629323,,61827,
MI,Michigan,03/01/2021,Y,U,Y,26834,,0,,26834,,21456,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",814,,22270,,1035959,,2712050,,2648881,,63169,
MI,Michigan,04/01/2021,Y,U,Y,23987,,0,,23987,,18916,,711,,19627,,1039468,,2728077,,2663214,,64863,
MI,Michigan,05/01/2021,Y,U,Y,22442,,0,,22442,,16953,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",625,,17578,,1043248,"Does Not Include All Full-Benefit Child Medicaid enrollees",2743108,"Does Not Include All Full-Benefit Medicaid enrollees",2674875,"Does Not Include All Full-Benefit Medicaid enrollees",68233,
MI,Michigan,06/01/2021,Y,U,Y,23658,,0,,23658,,18384,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",628,,19012,,1047876,,2760007,,2684273,,75734,
MI,Michigan,07/01/2021,Y,U,Y,22865,,0,,22865,,17520,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",632,,18152,,1053368,,2777203,,2692656,,84547,
MI,Michigan,08/01/2021,Y,U,Y,24959,,0,,24959,,18986,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",677,,19663,,1058814,,2795904,,2707250,,88654,
MI,Michigan,09/01/2021,Y,U,Y,24399,,0,,24399,,18915,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",735,,19650,,1064148,,2814135,,2721656,,92479,
MI,Michigan,10/01/2021,Y,U,Y,24213,,0,,24213,,17462,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",623,,18085,,1067958,,2827706,,2732273,,95433,
MI,Michigan,11/01/2021,Y,U,Y,23924,,0,,23924,,19112,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",557,,19669,,1072792,,2847018,,2748252,,98766,
MI,Michigan,12/01/2021,Y,U,Y,21781,,0,,21781,,21449,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",1091,,22540,,1078499,,2868500,,2766738,,101762,
MI,Michigan,01/01/2022,Y,U,Y,24598,,0,,24598,,22023,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",941,,22964,,1082861,,2886268,,2779023,,107245,
MI,Michigan,02/01/2022,Y,U,Y,20034,,0,,20034,,15108,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",620,,15728,,1086095,"Does Not Include All Full-Benefit Child Medicaid enrollees",2897787,,2787500,,110287,
MI,Michigan,03/01/2022,Y,U,Y,22812,,0,,22812,,16871,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",662,,17533,,1090290,"Does Not Include All Full-Benefit Child Medicaid enrollees",2911853,,2798843,,113010,
MI,Michigan,04/01/2022,Y,U,Y,20385,,0,,20385,,15229,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",592,,15821,,1093526,"Does Not Include All Full-Benefit Child Medicaid enrollees",2924114,,2807729,,116385,
MI,Michigan,05/01/2022,Y,U,Y,20455,,0,,20455,,14563,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",614,,15177,,1097149,"Does Not Include All Full-Benefit Child Medicaid enrollees",2936453,,2817922,,118531,
MI,Michigan,06/01/2022,Y,U,Y,22107,,0,,22107,,15411,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",614,,16025,,1101035,"Does Not Include All Full-Benefit Child Medicaid enrollees",2949707,,2828907,,120800,
MI,Michigan,07/01/2022,Y,U,Y,22306,,0,,22306,,15390,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",631,,16021,,1105696,"Does Not Include All Full-Benefit Child Medicaid enrollees",2965223,,2842155,,123068,
MI,Michigan,08/01/2022,Y,U,Y,24871,,0,,24871,,17992,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",725,,18717,,1111865,"Does Not Include All Full-Benefit Child Medicaid enrollees",2983721,,2858127,,125594,
MI,Michigan,09/01/2022,Y,U,Y,22348,,0,,22348,,16278,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",702,,16980,,1116631,"Does Not Include All Full-Benefit Child Medicaid enrollees",2999634,,2870736,,128898,
MI,Michigan,10/01/2022,Y,U,Y,23089,,0,,23089,,15943,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",783,,16726,,1119413,"Does Not Include All Full-Benefit Child Medicaid enrollees",3010857,,2879666,,131191,
MI,Michigan,11/01/2022,Y,U,Y,22688,,0,,22688,,19056,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",911,,19967,,1123544,"Does Not Include All Full-Benefit Child Medicaid enrollees",3027925,,2894002,,133923,
MI,Michigan,12/01/2022,Y,U,Y,20126,,0,,20126,,19287,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",977,,20264,,1127948,,3048240,,2911391,,136849,
MN,Minnesota,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,873040,,,,,
MN,Minnesota,06/01/2017,Y,U,Y,6261,,23977,,30238,,30783,,62,,30845,,522394,,1061615,,1060153,,1462,
MN,Minnesota,07/01/2017,Y,U,Y,5702,,22013,,27715,,26556,,38,,26594,,523949,,1065061,,1063615,,1446,
MN,Minnesota,08/01/2017,Y,U,Y,6512,,25203,,31715,,32764,,53,,32817,,526622,,1070241,,1068782,,1459,
MN,Minnesota,09/01/2017,Y,U,Y,5754,,19648,,25402,,22636,,52,,22688,,526690,,1069823,,1068342,,1481,
MN,Minnesota,10/01/2017,Y,U,Y,6327,,19265,,25592,,19753,,55,,19808,,529392,,1074467,,1073042,,1425,
MN,Minnesota,11/01/2017,Y,U,Y,5552,,34176,,39728,,22489,,35,,22524,,528493,,1075335,,1073984,,1351,
MN,Minnesota,12/01/2017,Y,U,Y,5500,,41554,,47054,,20935,,39,,20974,,533361,,1082484,,1081053,,1431,
MN,Minnesota,01/01/2018,Y,U,Y,6015,,36382,,42397,,26336,,59,,26395,,534227,,1081301,,1079881,,1420,
MN,Minnesota,02/01/2018,Y,U,Y,5552,,21430,,26982,,19600,,43,,19643,,535773,,1081559,,1080142,,1417,
MN,Minnesota,03/01/2018,Y,U,Y,6208,,21783,,27991,,20241,,50,,20291,,537762,,1083760,,1082370,,1390,
MN,Minnesota,04/01/2018,Y,U,Y,6223,,19094,,25317,,18747,,58,,18805,,539074,,1085100,,1083766,,1334,
MN,Minnesota,05/01/2018,Y,U,Y,6327,,18077,,24404,,18501,,62,,18563,,540215,,1085201,,1083872,,1329,
